author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
Петербургская Недвижимость;representative_developer;https://spb.cian.ru/sale/flat/299493945/;Санкт-Петербург;sale;flat;2;4;1;22.28;4500047;Петродворцовый;;;Автово;Дворцовый фасад ЖК
СМАРТ-МЕТРЫ ДЕВЕЛОПМЕНТ;real_estate_agent;https://spb.cian.ru/sale/flat/277896720/;Санкт-Петербург;sale;flat;2;8;1;32.9;5990000;Василеостровский;11-я Васильевского острова линия;20;Василеостровская;
GloraX;developer;https://spb.cian.ru/sale/flat/297849093/;Санкт-Петербург;sale;flat;11;15;-1;21.39;6389999;Красногвардейский;переулок Уткин;;;Апарт-отель GloraX Заневский
Orange Life;real_estate_agent;https://spb.cian.ru/sale/flat/297045565/;Санкт-Петербург;sale;flat;5;5;1;32.1;6965700;Василеостровский;4-я Васильевского острова линия;51;Спортивная;
GloraX;developer;https://spb.cian.ru/sale/flat/279352025/;Санкт-Петербург;sale;flat;13;14;1;25.85;9939999;Красногвардейский;проспект Энергетиков;2;;GloraX Заневский
Orange Life;real_estate_agent;https://spb.cian.ru/sale/flat/295938212/;Санкт-Петербург;sale;flat;4;5;-1;20.9;7294933;Василеостровский;7-я Васильевского острова линия;62к2;Василеостровская;
Петербургская Недвижимость;representative_developer;https://spb.cian.ru/sale/flat/298292426/;Санкт-Петербург;sale;flat;8;12;1;24.56;6000179;Приморский;Коломяги;;Озерки;Прайм Приморский ЖК
Orange Life;real_estate_agent;https://spb.cian.ru/sale/flat/297045544/;Санкт-Петербург;sale;flat;5;5;1;20.0;5825500;Василеостровский;4-я Васильевского острова линия;51;Спортивная;
Петербургская Строительная Компания;developer;https://spb.cian.ru/sale/flat/295852661/;Санкт-Петербург;sale;flat;3;5;1;23.53;4151706;Московский;Пулковский меридиан;;Купчино;Плюс Пулковский ЖК
Orange Life;real_estate_agent;https://spb.cian.ru/sale/flat/293687544/;Санкт-Петербург;sale;flat;1;5;-1;25.3;7099344;Василеостровский;7-я Васильевского острова линия;62к2;Василеостровская;
Петербургская Строительная Компания;developer;https://spb.cian.ru/sale/flat/295852663/;Санкт-Петербург;sale;flat;4;5;1;23.23;4155049;Московский;Пулковский меридиан;;Звездная;Плюс Пулковский ЖК
ХочуКвартиру;real_estate_agent;https://spb.cian.ru/sale/flat/297725660/;Санкт-Петербург;sale;flat;4;12;1;27.53;8800000;Выборгский;Светлановское;;Удельная;Айди Светлановский ЖК
Петербургская Строительная Компания;developer;https://spb.cian.ru/sale/flat/295852705/;Санкт-Петербург;sale;flat;2;5;1;25.49;4367600;Московский;Пулковский меридиан;;Купчино;Плюс Пулковский ЖК
VALO;real_estate_agent;https://spb.cian.ru/sale/flat/290539872/;Санкт-Петербург;sale;flat;9;18;-1;35.58;9318402;Фрунзенский; Салова;61;Бухарестская;Комплекс апартаментов Valo City
GloraX;developer;https://spb.cian.ru/sale/flat/299481346/;Санкт-Петербург;sale;flat;3;9;1;23.71;8909999;Адмиралтейский; Шкапина;43-45;Балтийская;GloraX Балтийская
VALO;real_estate_agent;https://spb.cian.ru/sale/flat/296846414/;Санкт-Петербург;sale;flat;9;18;-1;35.38;9234180;Фрунзенский; Салова;61;Бухарестская;Комплекс апартаментов Valo City
Сенатор;developer;https://spb.cian.ru/sale/flat/289388363/;Санкт-Петербург;sale;flat;5;12;-1;22.8;8525376;Курортный;Приморское шоссе;570Л;;МФК Морская ривьера
Travelto Development;real_estate_agent;https://spb.cian.ru/sale/flat/299506288/;Санкт-Петербург;sale;flat;2;6;-1;23.7;5273365;Фрунзенский;Прилукская ;35;Обводный канал;
РСТИ;developer;https://spb.cian.ru/sale/flat/295859159/;Санкт-Петербург;sale;flat;2;9;1;18.62;4973572;Красносельский; Тамбасова;5;Проспект Ветеранов;Кинопарк
ЦН КВАДРАТ;real_estate_agent;https://spb.cian.ru/sale/flat/293135775/;Санкт-Петербург;sale;flat;2;19;1;25.1;8400000;Приморский;переулок Ипподромный;1к2;Пионерская;Приморский квартал
RBI;developer;https://spb.cian.ru/sale/flat/297692860/;Санкт-Петербург;sale;flat;7;16;-1;24.4;8500000;Московский;Московский проспект;103к6Й;Московские ворота;Апарт-отель ARTSTUDIO М103
VALO;real_estate_agent;https://spb.cian.ru/sale/flat/290539857/;Санкт-Петербург;sale;flat;8;18;-1;39.49;9880398;Фрунзенский; Салова;61;Бухарестская;Комплекс апартаментов Valo City
GloraX;developer;https://spb.cian.ru/sale/flat/279507404/;Санкт-Петербург;sale;flat;2;19;1;31.39;9709999;Василеостровский;Морской;;;Глоракс Премиум Василеостровский ЖК
VALO;real_estate_agent;https://spb.cian.ru/sale/flat/296846408/;Санкт-Петербург;sale;flat;8;18;-1;40.86;10076076;Фрунзенский; Салова;61;Бухарестская;Комплекс апартаментов Valo City
RBI;developer;https://spb.cian.ru/sale/flat/299131636/;Санкт-Петербург;sale;flat;4;14;1;21.9;7531112;Фрунзенский;Волковское;;Волковская;Аэронавт ЖК
МетрУМ;real_estate_agent;https://spb.cian.ru/sale/flat/293955405/;Санкт-Петербург;sale;flat;6;8;1;28.1;10500000;Выборгский; Александра Матросова;3;Лесная;Притяжение
RBI;developer;https://spb.cian.ru/sale/flat/299131345/;Санкт-Петербург;sale;flat;4;9;1;27.9;15898967;Центральный;Лиговка-Ямская;;Площадь Восстания;Миръ
Вторичка Групп;real_estate_agent;https://spb.cian.ru/sale/flat/299521411/;Санкт-Петербург;sale;flat;3;4;1;28.98;4745000;Центральный;Разъезжая ;36;Лиговский проспект;
ГлавстройСПб;developer;https://spb.cian.ru/sale/flat/298977395/;Санкт-Петербург;sale;flat;3;23;1;25.09;5206765;Приморский; Ивинская;1к2;Зенит;ПАРК-КВАРТАЛ Юнтолово
Travelto Development;real_estate_agent;https://spb.cian.ru/sale/flat/299503783/;Санкт-Петербург;sale;flat;1;5;-1;18.7;3450000;Адмиралтейский;набережная Обводного Канала;142/16;Нарвская;
ГлавстройСПб;developer;https://spb.cian.ru/sale/flat/297361025/;Санкт-Петербург;sale;flat;12;27;1;20.12;5030000;Выборгский;Заречная ;54;Проспект Просвещения;Северная долина
ХочуКвартиру;real_estate_agent;https://spb.cian.ru/sale/flat/298128045/;Санкт-Петербург;sale;flat;12;24;-1;21.29;3650000;Невский;проспект Большевиков;;Улица Дыбенко;Про.Молодость
GloraX;developer;https://spb.cian.ru/sale/flat/282487163/;Санкт-Петербург;sale;flat;2;18;1;27.34;8659999;Василеостровский;Морской;;;Глоракс Василеостровский ЖК
СМАРТ-МЕТРЫ ДЕВЕЛОПМЕНТ;real_estate_agent;https://spb.cian.ru/sale/flat/288345392/;Санкт-Петербург;sale;flat;3;5;1;26.68;7050000;Петроградский;проспект Малый Петроградской стороны;23;Чкаловская;
Петербургская Недвижимость;representative_developer;https://spb.cian.ru/sale/flat/298034331/;Санкт-Петербург;sale;flat;1;7;1;24.8;5250184;Красносельский;проспект Буденного;21к1;Автово;Солнечный город
СМАРТ-МЕТРЫ ДЕВЕЛОПМЕНТ;real_estate_agent;https://spb.cian.ru/sale/flat/296521881/;Санкт-Петербург;sale;flat;3;6;1;26.68;7040000;Петроградский;Мончегорская ;10;Чкаловская;
Петербургская Недвижимость;representative_developer;https://spb.cian.ru/sale/flat/297657362/;Санкт-Петербург;sale;flat;2;12;1;27.06;9550015;Василеостровский;Уральская ;;Василеостровская;Amber Club
YES INVEST;real_estate_agent;https://spb.cian.ru/sale/flat/287128743/;Санкт-Петербург;sale;flat;2;4;1;30.0;7300000;Петроградский; Чапаева;11/4;Горьковская;
ФСК;developer;https://spb.cian.ru/sale/flat/295183000/;Санкт-Петербург;sale;flat;3;5;1;24.2;4994986;Пушкинский; Камероновская;20;;UP-квартал Пушкинский
ХочуКвартиру;real_estate_agent;https://spb.cian.ru/sale/flat/297664728/;Санкт-Петербург;sale;flat;4;21;1;28.1;6990000;Калининский;Пискарёвка;7к6;Лесная;ЦДС Кантемировский
Петербургская Недвижимость;representative_developer;https://spb.cian.ru/sale/flat/299266593/;Санкт-Петербург;sale;flat;2;7;1;25.46;7650093;Невский;Невская застава;;Елизаровская;Астра Марин ЖК
Orange Life;real_estate_agent;https://spb.cian.ru/sale/flat/295363973/;Санкт-Петербург;sale;flat;1;5;-1;32.0;8334033;Василеостровский;7-я Васильевского острова линия;62;Василеостровская;
LEGENDA Development;developer;https://spb.cian.ru/sale/flat/297998447/;Санкт-Петербург;sale;flat;7;10;1;28.41;13753281;Приморский;Лисичанская ;22;Черная речка;Лисичанская, 22
Наталья Алабугина;realtor;https://spb.cian.ru/sale/flat/299649242/;Санкт-Петербург;sale;flat;6;14;1;26.0;8560000;Василеостровский;Уральская ;21;Василеостровская;Эмеральд на Малой Неве
ПИК;developer;https://spb.cian.ru/sale/flat/298767278/;Санкт-Петербург;sale;flat;3;13;1;21.9;7834013;Выборгский;Сампсониевское;;Лесная;Кантемировская 11 ЖК
House Estate;real_estate_agent;https://spb.cian.ru/sale/flat/277270307/;Санкт-Петербург;sale;flat;3;11;-1;29.1;6690000;Московский;Детский переулок;2;Московские ворота;Апарт-комплекс М97
ПИК;developer;https://spb.cian.ru/sale/flat/298767309/;Санкт-Петербург;sale;flat;5;15;-1;21.57;5095891;Красногвардейский;проспект Энергетиков;6;Ладожская;Вольта
YES INVEST;real_estate_agent;https://spb.cian.ru/sale/flat/297954435/;Санкт-Петербург;sale;flat;2;5;1;20.0;4100000;Василеостровский;15-я Васильевского острова линия;68;Василеостровская;
Петербургская Недвижимость;representative_developer;https://spb.cian.ru/sale/flat/298355549/;Санкт-Петербург;sale;flat;5;10;1;26.6;9576000;Выборгский;Манчестерская ;5к1;Удельная;Svetlana Park
СМАРТ-МЕТРЫ ДЕВЕЛОПМЕНТ;real_estate_agent;https://spb.cian.ru/sale/flat/296321928/;Санкт-Петербург;sale;flat;2;4;1;26.84;4950000;Адмиралтейский;набережная Крюкова Канала;8;Спасская;
ЛСР Санкт-Петербург;developer;https://spb.cian.ru/sale/flat/294546137/;Санкт-Петербург;sale;flat;4;9;1;23.0;9177000;Петроградский;Петровский проспект;9к2;Спортивная;Neva Haus
YES INVEST;real_estate_agent;https://spb.cian.ru/sale/flat/297264030/;Санкт-Петербург;sale;flat;2;6;1;29.7;7500000;Петроградский;Введенская ;17;Горьковская;
ЛСР Санкт-Петербург;developer;https://spb.cian.ru/sale/flat/294544903/;Санкт-Петербург;sale;flat;6;8;1;21.62;10042490;Петроградский;Петровский;;Крестовский остров;Нева Резиденс ЖК
YES INVEST;real_estate_agent;https://spb.cian.ru/sale/flat/287171076/;Санкт-Петербург;sale;flat;2;4;1;32.0;7600000;Петроградский; Чапаева;11/4;Горьковская;
Петербургская Недвижимость;representative_developer;https://spb.cian.ru/sale/flat/299613706/;Санкт-Петербург;sale;flat;4;12;1;21.28;6700156;Невский;Невская застава;;Елизаровская;Астра Континенталь ЖК
ID 113800974;homeowner;https://spb.cian.ru/sale/flat/299646341/;Санкт-Петербург;sale;flat;2;4;1;20.0;4999000;Адмиралтейский;набережная Реки Фонтанки;93;Садовая;
Петербургская Недвижимость;representative_developer;https://spb.cian.ru/sale/flat/296659502/;Санкт-Петербург;sale;flat;3;10;1;24.5;8000132;Выборгский;Светлановский проспект;12к1;Удельная;Панорама парк Сосновка
Orange Life;real_estate_agent;https://spb.cian.ru/sale/flat/292492730/;Санкт-Петербург;sale;flat;2;5;-1;31.9;14838358;Адмиралтейский;Гороховая ;47В;Сенная площадь;Апарт-комплекс на Гороховой, 47
Петербургская Недвижимость;representative_developer;https://spb.cian.ru/sale/flat/296729906/;Санкт-Петербург;sale;flat;2;17;1;50.5;14150226;Невский;Фарфоровская ;7к2;Ломоносовская;Стрижи в Невском 2
Вторичка Групп;real_estate_agent;https://spb.cian.ru/sale/flat/299392821/;Санкт-Петербург;sale;flat;1;5;1;29.01;4990000;Адмиралтейский;набережная Реки Фонтанки;137;Технологический институт;
ЛСР Санкт-Петербург;developer;https://spb.cian.ru/sale/flat/296205664/;Санкт-Петербург;sale;flat;2;25;1;20.4;4702200;Невский;Октябрьская набережная ЖК;;Ломоносовская;Октябрьская набережная ЖК
Вторичка Групп;real_estate_agent;https://spb.cian.ru/sale/flat/299180814/;Санкт-Петербург;sale;flat;1;5;1;20.81;3720000;Адмиралтейский;набережная Реки Фонтанки;137;Садовая;
ПИК;developer;https://spb.cian.ru/sale/flat/290735446/;Санкт-Петербург;sale;flat;2;14;1;22.6;7192450;Фрунзенский;Волковское;1;Обводный канал;Аэронавт ЖК
Вторичка Групп;real_estate_agent;https://spb.cian.ru/sale/flat/299171718/;Санкт-Петербург;sale;flat;1;5;1;32.61;5390000;Адмиралтейский;набережная Реки Фонтанки;137;Садовая;
ПИК;developer;https://spb.cian.ru/sale/flat/293795738/;Санкт-Петербург;sale;flat;2;14;1;20.0;6616320;Фрунзенский;Волковское;5;Обводный канал;Витебский Парк ЖК
Вторичка Групп;real_estate_agent;https://spb.cian.ru/sale/flat/293481854/;Санкт-Петербург;sale;flat;2;5;1;26.33;4685000;Адмиралтейский;Лермонтовский проспект;23;Балтийская;
Петербургская Недвижимость;representative_developer;https://spb.cian.ru/sale/flat/299312171/;Санкт-Петербург;sale;flat;2;4;1;28.48;5900215;Красносельский;проспект Буденного;15;Проспект Ветеранов;Солнечный город. Резиденции
Вторичка Групп;real_estate_agent;https://spb.cian.ru/sale/flat/298811369/;Санкт-Петербург;sale;flat;2;5;1;18.73;3355000;Адмиралтейский;Лермонтовский проспект;23;Балтийская;
PLEADA;representative_developer;https://spb.cian.ru/sale/flat/296317334/;Санкт-Петербург;sale;flat;6;11;1;22.0;12409348;Московский; Коли Томчака;;Московские ворота;Коллекционный Дом 1919
СМАРТ-МЕТРЫ ДЕВЕЛОПМЕНТ;real_estate_agent;https://spb.cian.ru/sale/flat/296972364/;Санкт-Петербург;sale;flat;5;6;1;28.8;7290000;Адмиралтейский;Загородный проспект;45;Пушкинская;
Группа Аквилон;developer;https://spb.cian.ru/sale/flat/298644014/;Санкт-Петербург;sale;flat;3;13;1;28.35;7415169;Василеостровский;Гавань;;Горный институт;Аквилон Залив ЖК
YES INVEST;real_estate_agent;https://spb.cian.ru/sale/flat/287446022/;Санкт-Петербург;sale;flat;2;2;1;11.0;3690000;Адмиралтейский;Московский проспект;54;Фрунзенская;
ЛСР Санкт-Петербург;developer;https://spb.cian.ru/sale/flat/298050453/;Санкт-Петербург;sale;flat;14;17;1;19.71;6218505;Василеостровский;Гавань;12;Горный институт;Морская Набережная ЖК
Orange Life;real_estate_agent;https://spb.cian.ru/sale/flat/295664681/;Санкт-Петербург;sale;flat;4;5;-1;35.2;9921008;Василеостровский;7-я Васильевского острова линия;62;Василеостровская;
GloraX;developer;https://spb.cian.ru/sale/flat/297535095/;Санкт-Петербург;sale;flat;2;15;1;28.71;5039999;Выборгский;;;;Глоракс Парголово ЖК
Orange Life;real_estate_agent;https://spb.cian.ru/sale/flat/295664671/;Санкт-Петербург;sale;flat;4;5;-1;35.9;9618890;Василеостровский;7-я Васильевского острова линия;62к2;Василеостровская;
Мегалит–Охта Групп;developer;https://spb.cian.ru/sale/flat/297024827/;Санкт-Петербург;sale;flat;13;25;1;24.25;8244091;Приморский;Богатырский проспект;2А;Пионерская;Приморский квартал
Северо-Западный Региональный Центр Недвижимости;real_estate_agent;https://spb.cian.ru/sale/flat/294974843/;Санкт-Петербург;sale;flat;3;5;1;31.0;7150000;Пушкинский;Гусарская ;4к5;Купчино;
PLEADA;representative_developer;https://spb.cian.ru/sale/flat/298008222/;Санкт-Петербург;sale;flat;4;8;-1;20.18;11088900;Петроградский;Петровский;;Чкаловская;17/33 Петровский остров
Orange Life;real_estate_agent;https://spb.cian.ru/sale/flat/291165334/;Санкт-Петербург;sale;flat;1;5;-1;34.9;9302020;Василеостровский;7-я Васильевского острова линия;62к2;Василеостровская;
Группа Аквилон;developer;https://spb.cian.ru/sale/flat/297182842/;Санкт-Петербург;sale;flat;3;13;1;27.1;6352219;Приморский;Планерная ;87к1;Комендантский проспект;FoRest Аквилон
Реновация Консалт;real_estate_agent;https://spb.cian.ru/sale/flat/294651891/;Санкт-Петербург;sale;flat;4;4;-1;50.0;7295000;Центральный;Социалистическая ;7/11В;Звенигородская;
Петербургская Недвижимость;representative_developer;https://spb.cian.ru/sale/flat/298405647/;Санкт-Петербург;sale;flat;2;10;1;24.01;6750111;Московский;м. Ленинский проспект;;Ленинский проспект;Сенат
Огни Города;real_estate_agent;https://spb.cian.ru/sale/flat/291984646/;Санкт-Петербург;sale;flat;7;21;1;29.4;6000000;Невский; Крыленко;1к1с7;Улица Дыбенко;О Юность
Петербургская Строительная Компания;developer;https://spb.cian.ru/sale/flat/299100880/;Санкт-Петербург;sale;flat;8;25;1;22.2;4907670;Приморский;набережная Реки Каменки;15к3;Озерки;Friends
СМАРТ-МЕТРЫ ДЕВЕЛОПМЕНТ;real_estate_agent;https://spb.cian.ru/sale/flat/286202332/;Санкт-Петербург;sale;flat;5;5;1;44.42;10950000;Адмиралтейский;Спасский переулок;6-8;Сенная площадь;
ЛСР Санкт-Петербург;developer;https://spb.cian.ru/sale/flat/298050048/;Санкт-Петербург;sale;flat;16;17;1;20.34;6763050;Василеостровский;Гавань;;Приморская;Морская Набережная ЖК
KARTES;real_estate_agent;https://spb.cian.ru/sale/flat/297640572/;Санкт-Петербург;sale;flat;15;21;1;26.7;5450000;Выборгский;Заречная ;13к1;Парнас;
Арсенал-Недвижимость;developer;https://spb.cian.ru/sale/flat/292252113/;Санкт-Петербург;sale;flat;12;12;1;47.84;14208481;Приморский; Плесецкая;6;Комендантский проспект;Ariosto!
СМАРТ-МЕТРЫ ДЕВЕЛОПМЕНТ;real_estate_agent;https://spb.cian.ru/sale/flat/286192505/;Санкт-Петербург;sale;flat;5;5;1;33.65;9590000;Адмиралтейский;Спасский переулок;6-8;Сенная площадь;
ГлавстройСПб;developer;https://spb.cian.ru/sale/flat/297362003/;Санкт-Петербург;sale;flat;4;23;1;25.0;5463250;Приморский; Ивинская;5к1;Зенит;ПАРК-КВАРТАЛ Юнтолово
KARTES;real_estate_agent;https://spb.cian.ru/sale/flat/293261939/;Санкт-Петербург;sale;flat;2;12;1;23.6;4800000;Приморский;Глухарская ;;Беговая;Тайм Сквер
Полис;developer;https://spb.cian.ru/sale/flat/294365879/;Санкт-Петербург;sale;flat;5;13;1;20.59;4293361;Приморский;аллея Арцеуловская;9;Старая Деревня;Полис Приморский 2
ЦН КВАДРАТ;real_estate_agent;https://spb.cian.ru/sale/flat/299152850/;Санкт-Петербург;sale;flat;8;25;1;24.5;5100000;Приморский; Плесецкая;20к1;Комендантский проспект;Чистое небо
ЛСР Санкт-Петербург;developer;https://spb.cian.ru/sale/flat/299364751/;Санкт-Петербург;sale;flat;4;25;1;18.3;3257400;Красногвардейский;Полюстрово;;Академическая;Цветной Город
Реновация Консалт;real_estate_agent;https://spb.cian.ru/sale/flat/296171651/;Санкт-Петербург;sale;flat;2;3;1;21.0;4100000;Выборгский; Первомайская;26;Проспект Просвещения;
ФСК;developer;https://spb.cian.ru/sale/flat/295182799/;Санкт-Петербург;sale;flat;2;14;-1;24.49;3998871;Невский;Невский;;;Зум на Неве ЖК
ЦН КВАДРАТ;real_estate_agent;https://spb.cian.ru/sale/flat/297882983/;Санкт-Петербург;sale;flat;6;24;1;22.0;4800000;Приморский; Плесецкая;10;Комендантский проспект;Полис на Комендантском
Петербургская Строительная Компания;developer;https://spb.cian.ru/sale/flat/299495896/;Санкт-Петербург;sale;flat;3;10;1;28.7;7690000;Московский;Киевская ;5к6;Обводный канал;Апарт-отель Moskovsky AVENIR
ID 70820121;homeowner;https://spb.cian.ru/sale/flat/298987559/;Санкт-Петербург;sale;flat;10;12;1;25.81;3100000;Пушкинский;Ленсоветовский тер.;;;Полет
Петербургская Строительная Компания;developer;https://spb.cian.ru/sale/flat/299196210/;Санкт-Петербург;sale;flat;5;14;-1;24.55;5350000;Красногвардейский;Магнитогорская ;51;Новочеркасская;Ladozhsky AVENIR
BR Group;real_estate_agent;https://spb.cian.ru/sale/flat/298270946/;Санкт-Петербург;sale;flat;1;8;1;21.3;2850000;Выборгский; Центральная;13;Озерки;Чистый ручей
Петербургская Недвижимость;representative_developer;https://spb.cian.ru/sale/flat/298861001/;Санкт-Петербург;sale;flat;12;18;1;24.33;6000033;Невский;Невский;;Проспект Большевиков;Пульс Премьер ЖК
BR Group;real_estate_agent;https://spb.cian.ru/sale/flat/299372091/;Санкт-Петербург;sale;flat;5;8;1;24.8;4500000;Красносельский; Генерала Кравченко;7к3;Проспект Ветеранов;Солнечный город
Петербургская Недвижимость;representative_developer;https://spb.cian.ru/sale/flat/298769375/;Санкт-Петербург;sale;flat;3;12;1;21.4;4750136;Приморский;Коломяги;;Проспект Просвещения;Бионика Заповедная
BR Group;real_estate_agent;https://spb.cian.ru/sale/flat/293907097/;Санкт-Петербург;sale;flat;10;13;1;23.93;4500000;Приморский;Планерная ;87к1;Комендантский проспект;FoRest Аквилон
ЛСР Санкт-Петербург;developer;https://spb.cian.ru/sale/flat/299403354/;Санкт-Петербург;sale;flat;2;12;1;21.1;5422700;Красногвардейский;Партизанская ;5Б;Ладожская;ЛСР. Большая Охта
МЕТРЫ;real_estate_agent;https://spb.cian.ru/sale/flat/295934090/;Санкт-Петербург;sale;flat;2;5;1;27.9;7550000;Василеостровский;Кадетская линия;7/2;Спортивная;
ЛСР Санкт-Петербург;developer;https://spb.cian.ru/sale/flat/296181332/;Санкт-Петербург;sale;flat;2;23;1;21.7;5370750;Красносельский;Юго-Запад;;Автово;Морская миля ЖК
BR Group;real_estate_agent;https://spb.cian.ru/sale/flat/293373578/;Санкт-Петербург;sale;flat;1;5;1;20.9;6990000;Василеостровский;16-я Васильевского острова линия;97;Василеостровская;
Группа Аквилон;developer;https://spb.cian.ru/sale/flat/298641868/;Санкт-Петербург;sale;flat;5;12;1;25.31;6616287;Московский;Звёздное;;Звездная;Аквилон Ливз 2 ЖК
ID 110240852;homeowner;https://spb.cian.ru/sale/flat/295373197/;Санкт-Петербург;sale;flat;8;15;-1;24.5;5150000;Василеостровский;бульвар Александра Грина;3;Приморская;"Светлый мир ""Я-романтик"""
Группа Аквилон;developer;https://spb.cian.ru/sale/flat/294872835/;Санкт-Петербург;sale;flat;10;13;1;22.39;4218218;Пушкинский;;;Купчино;Аквилон All In 3.0
Orange Life;real_estate_agent;https://spb.cian.ru/sale/flat/299249964/;Санкт-Петербург;sale;flat;3;5;-1;28.2;12897164;Адмиралтейский;Гороховая ;47В;Сенная площадь;Апарт-комплекс на Гороховой, 47
Euroinvest Development;developer;https://spb.cian.ru/sale/flat/299037490/;Санкт-Петербург;sale;flat;8;10;-1;20.46;6751800;Выборгский; Курчатова;;Политехническая;iD Polytech
МетрУМ;real_estate_agent;https://spb.cian.ru/sale/flat/293885557/;Санкт-Петербург;sale;flat;3;8;1;19.4;9199000;Петроградский;Петровский;;Спортивная;17/33 Петровский остров
Петербургская Недвижимость;representative_developer;https://spb.cian.ru/sale/flat/299664522/;Санкт-Петербург;sale;flat;5;9;1;21.42;6050004;Московский;Новоизмайловское;;;Титул в Московском
House Estate;real_estate_agent;https://spb.cian.ru/sale/flat/289518002/;Санкт-Петербург;sale;flat;5;5;1;26.9;4990000;Московский;Пулковское шоссе;71к14;Звездная;Зеленый квартал
Ленстройтрест;developer;https://spb.cian.ru/sale/flat/298650663/;Санкт-Петербург;sale;flat;6;24;1;32.03;6949987;Приморский;шоссе Суздальское;18к2;Проспект Просвещения;Окла
Виктория Кирьянова;realtor;https://spb.cian.ru/sale/flat/297064199/;Санкт-Петербург;sale;flat;1;4;-1;12.0;2200000;Адмиралтейский;набережная Реки Фонтанки;189;Балтийская;
Петербургская Недвижимость;representative_developer;https://spb.cian.ru/sale/flat/295774768/;Санкт-Петербург;sale;flat;4;25;1;24.7;6500052;Приморский;проспект Авиаконструкторов;69;Комендантский проспект;Чистое небо
House Estate;real_estate_agent;https://spb.cian.ru/sale/flat/299599046/;Санкт-Петербург;sale;flat;3;16;1;26.88;5500000;Московский;Пулковское шоссе;42к6;Звездная;ЦДС Московский
К-25;developer;https://spb.cian.ru/sale/flat/294911280/;Санкт-Петербург;sale;flat;3;12;-1;20.82;4996800;Приморский;м. Комендантский проспект;;Комендантский проспект;YE'S Primorsky Комплекс Апартаментов
Реновация Консалт;real_estate_agent;https://spb.cian.ru/sale/flat/296170916/;Санкт-Петербург;sale;flat;3;4;-1;20.0;4845000;Центральный;Социалистическая ;7/11В;Звенигородская;
ЛСР Санкт-Петербург;developer;https://spb.cian.ru/sale/flat/299096353/;Санкт-Петербург;sale;flat;6;25;1;20.56;3690520;Красногвардейский;м. Гражданский проспект;;Гражданский проспект;Ручьи ЖК
СМАРТ-МЕТРЫ ДЕВЕЛОПМЕНТ;real_estate_agent;https://spb.cian.ru/sale/flat/296837352/;Санкт-Петербург;sale;flat;4;4;1;33.65;9580000;Адмиралтейский;Спасский переулок;6-8;Спасская;
Петербургская Недвижимость;representative_developer;https://spb.cian.ru/sale/flat/299582455/;Санкт-Петербург;sale;flat;4;5;1;24.3;4750030;Московский; Струве;8к2;Звездная;Зеленый квартал
МЕТРЫ;real_estate_agent;https://spb.cian.ru/sale/flat/294733087/;Санкт-Петербург;sale;flat;3;6;1;26.8;7000000;Центральный; Марата;40;Владимирская;
Петербургская Строительная Компания;developer;https://spb.cian.ru/sale/flat/295852629/;Санкт-Петербург;sale;flat;2;5;1;21.99;3988748;Московский;Пулковский меридиан;;Звездная;Плюс Пулковский ЖК
Экотон;real_estate_agent;https://spb.cian.ru/sale/flat/294779923/;Санкт-Петербург;sale;flat;10;12;1;26.0;8600000;Адмиралтейский;Малая Митрофаньевская ;5к1;Московские ворота;Галактика. Премиум
Петербургская Строительная Компания;developer;https://spb.cian.ru/sale/flat/279676825/;Санкт-Петербург;sale;flat;9;12;-1;35.62;6040000;Кировский;Автово;5к1;Автово;Апарт-отель Kirovsky AVENIR
МЕТРЫ;real_estate_agent;https://spb.cian.ru/sale/flat/297265866/;Санкт-Петербург;sale;flat;2;5;1;18.2;5650000;Центральный;Гончарная ;17;Площадь Восстания;
Петербургская Недвижимость;representative_developer;https://spb.cian.ru/sale/flat/299044016/;Санкт-Петербург;sale;flat;2;5;1;24.66;4350036;Московский;Пулковский меридиан;;Звездная;Парадный ансамбль
КВС;real_estate_agent;https://spb.cian.ru/sale/flat/299292815/;Санкт-Петербург;sale;flat;8;20;1;23.0;6190000;Приморский;Комендантский проспект;60к3;Комендантский проспект;Ultra City
Монолит;developer;https://spb.cian.ru/sale/flat/296210650/;Санкт-Петербург;sale;flat;2;15;-1;26.9;5454366;Невский; Евдокима Огнева;3;Улица Дыбенко;WINGS апартаменты на Крыленко
АБСОЛЮТ Сити;real_estate_agent;https://spb.cian.ru/sale/flat/298022675/;Санкт-Петербург;sale;flat;6;12;-1;27.6;6699000;Приморский;Озеро Долгое;15к3;Старая Деревня;ArtLine
Ленстройтрест;developer;https://spb.cian.ru/sale/flat/298794440/;Санкт-Петербург;sale;flat;3;5;1;35.97;6109150;Колпинский;проезд Понтонный;6;Рыбацкое;Юттери
Экотон;real_estate_agent;https://spb.cian.ru/sale/flat/296710066/;Санкт-Петербург;sale;flat;1;19;1;23.7;4900000;Василеостровский; Вадима Шефнера;10к1;Приморская;"Светлый мир ""Я-романтик"""
Петербургская Недвижимость;representative_developer;https://spb.cian.ru/sale/flat/296659668/;Санкт-Петербург;sale;flat;2;4;1;23.26;4250171;Пушкинский;;;Купчино;Универ Сити ЖК
